Country_0,Country_1,Country_2,Country_3,Country_4,Country_5,Country_6,Headline Consumer Price Inflation,Energy Consumer Price Inflation,Food Consumer Price Inflation,Official Core Consumer Price Inflation,GDP deflator Index growth rate,Continent/Region_0,Continent/Region_1,Continent/Region_2,Continent/Region_3,GDP per Capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Score
0,0,0,1,0,1,0,2.4570000171661377,3.8983407020568848,5.190202713012695,1.5479582146248905,5.2500067654726426,0,0,1,0,1.092,1.513,0.815,0.311,0.081,0.004,5.011
0,0,0,1,0,1,0,1.6734120142918152,0.99283779364834,5.365037441253662,1.4963059945758854,2.0192497235959053,0,0,1,0,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0.0,5.101500034
0,0,0,1,0,1,0,2.7867325497900497,10.6,2.77,1.3913203722473095,7.1326817888316105,0,0,1,0,1.181,1.055,0.583,0.494,0.125,0.005,5.266
0,0,0,1,0,1,0,15.3252589264366,19.55257802845217,20.193256149752838,10.383880546625017,15.093781444200314,0,0,1,0,1.625,1.163,0.64,0.563,0.123,0.021,5.371
0,0,0,1,0,1,0,9.44284140088564,7.707222045130212,13.692518376956242,9.849854024746296,8.187443094286003,0,0,1,0,1.635,1.457,0.408,0.557,0.106,0.013,5.466
0,0,0,1,0,1,1,2.6859867572784424,2.949790477752685,2.021848201751709,2.500986099243164,0.1777883133815292,0,1,1,0,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786,4.252
0,0,0,1,0,1,1,0.8693634867668152,1.436371684074402,1.0782089233398438,0.6465517282485962,1.0948099069253865,0,1,1,0,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,4.513
0,0,0,1,0,1,1,0.642,1.1652767658233645,0.037557803094387,0.780055046081543,1.4824293115286231,0,1,1,0,0.564305365,0.946018219,0.132892117,0.430388749,0.236298457,0.051306631,4.695000172
0,0,0,1,0,1,1,1.07,-2.5657846927642822,1.2164901494979858,1.0244346857070925,1.5999323430820716,0,1,1,0,0.535,0.891,0.182,0.454,0.183,0.043,4.975
0,0,0,1,0,1,1,2.45199990272522,1.6695702075958252,2.878551721572876,2.245924949645996,2.007582350225875,0,1,1,0,0.549,0.91,0.331,0.381,0.187,0.037,5.044
0,0,0,1,0,1,1,2.4376088218223555,3.02727402541768,3.504847312965653,2.0129297678518934,1.2982003234373378,0,1,1,0,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,5.084899902
0,0,0,1,0,1,1,2.273371104815898,1.81,4.25,1.530981912963954,3.35613174349108,0,1,1,0,0.543,0.556,0.159,0.425,0.205,0.058,5.142
0,0,0,1,0,1,1,6.24767713343868,1.8744560672760235,12.000915017758494,4.3219731627879066,3.3452453753248643,0,1,1,0,0.968,0.672,0.317,0.397,0.152,0.074,5.048
0,0,0,1,0,1,1,7.38281384280984,8.394386804354145,10.87675912306358,5.983831985998806,1.9983850428077627,0,1,1,0,0.965,0.871,0.118,0.405,0.144,0.059,4.973
0,0,0,1,1,0,0,1.125245213508606,-9.56990909576416,4.104458332061768,2.552079,-0.8764317945157853,0,0,1,1,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957,7.427
